athlete_id,first_name,last_name,full_name,team,team_abbreviation,weight_class,seed,division
0ad379d9-6653-4698-9b80-51e79ad618df,Nkechinyere,Nwankwo,Nkechinyere Nwankwo,Oklahoma City (W),OCU,191,1,NAIA
7aff6928-8590-4cde-9c91-35c83173497a,Olivia,Ricci,Olivia Ricci,Wayland Baptist (W),WBU,170,11,NAIA
835a5374-97f7-44da-b0eb-c95ab4836958,Olivia,Branson,Olivia Branson,Baker (W),BKR,123,,NAIA
dc704df4-a5e4-4d9d-84e3-39e73377ead2,Olivia,Robinson,Olivia Robinson,Eastern Oregon (W),EOU,191,,NAIA
0dcb4b95-4137-4af2-a285-c65483f3d9e8,Paige,Kalish,Paige Kalish,Brewton Parker (W),BPC,136,,NAIA
c1ff5a37-eef0-4f44-bfb1-160f9747c474,Peyton,Prussin,Peyton Prussin,Life (W),LIFE,116,1,NAIA
f58dd59f-667f-4058-9b9e-abc6082e1d0d,Prethy,Enriquez,Prethy Enriquez,Midland (W),MIDL,123,,NAIA
73a54699-e142-409f-a259-718028fb8767,Rachel,Rodawald,Rachel Rodawald,Central Methodist (W),CMTH,155,,NAIA
1d5673db-4c6b-436a-9c2e-da7fc3272c20,Randi,Robison,Randi Robison,Campbellsville (W),CU,136,2,NAIA
930a3c76-6ae0-4868-b19b-b9bc81822ba2,Raven,Guidry,Raven Guidry,Oklahoma City (W),OCU,116,10,NAIA
e547c695-c839-48cf-b0d2-d9c9e260c659,Rayana,Sahagun,Rayana Sahagun,Jamestown (W),JMST,109,2,NAIA
e2f3abab-48a0-4ade-b677-5968e8eff30a,Rayana,Vigil,Rayana Vigil,Southern Oregon (W),SO,191,10,NAIA
ef584f2c-a43f-4405-8d2c-82630001f33f,Rebekah,Garcia,Rebekah Garcia,Lyon (W),LC,136,,NAIA
75b14d0a-e643-48d9-83fb-8ee9fc4b463a,Rebekah,Cordova,Rebekah Cordova,Wayland Baptist (W),WBU,123,8,NAIA
46bdcfc5-c9f9-4243-9027-aa9653a4ece6,Remy,Vargas,Remy Vargas,Jamestown (W),JMST,136,,NAIA
3057a2b3-10a0-4575-b606-04edfaa4c385,Riley,Horvath,Riley Horvath,Indiana Tech,INDT,116,,NAIA
4915a882-2deb-4dab-a73c-8583856859fb,Riley,Dalrymple,Riley Dalrymple,Life (W),LIFE,130,7,NAIA
baeecff7-ecf4-47c9-9b82-e0036df684d4,Sabrina,Perez,Sabrina Perez,Providence (W),PRO,170,,NAIA
f10919e8-850a-4c20-81b0-4eb17dcc7093,Salem,Scobee,Salem Scobee,Midland (W),MIDL,109,,NAIA
07eb0557-9364-434d-870a-d6d77ff2ff28,Salima,Omari,Salima Omari,William Penn,WPEN,155,10,NAIA
4c5f8aa6-e9d2-434a-862e-6bd9edcf8c41,Samantha,Ruano,Samantha Ruano,William Penn,WPEN,191,,NAIA
b3b3e7b9-c38b-4a90-b125-d66f3ff5a0ce,Samantha,Segura-Veliz,Samantha Segura-Veliz,Midland (W),MIDL,143,,NAIA
bdf3d214-1f23-4f09-807c-1d4d89f61336,Samantha,Weeks,Samantha Weeks,Jamestown (W),JMST,123,,NAIA
c4db8b5a-7d8e-4f1b-a531-c492e3d74491,Samantha,Snow,Samantha Snow,Indiana Tech,INDT,143,4,NAIA
12e6ee05-db3e-47d0-8981-f59f6f9e212c,Savanna,McCutchen,Savanna McCutchen,Missouri Valley (W),MVC,136,9,NAIA
93f54b30-f47e-4fb1-a01d-0c0e4562fd6c,Savannah,Kiddoo,Savannah Kiddoo,Central Methodist (W),CMTH,109,,NAIA
6950eafb-b6fa-49c3-a7bc-8177bc26c39f,Serena,Sanchez,Serena Sanchez,Midland (W),MIDL,191,,NAIA
99708107-b643-4349-91bc-f76f38cc2b3a,Serenity,Durham Goree,Serenity Durham Goree,Midland (W),MIDL,116,5,NAIA
fa4be474-ebfd-4ca1-8407-4420238cf7cb,Shania,Gowan,Shania Gowan,Missouri Baptist (W),MBU,170,8,NAIA
d83ada40-42cb-4a98-89f3-203041be50d4,Sienna,Ramirez,Sienna Ramirez,Southern Oregon (W),SO,155,8,NAIA
079ac45f-17e4-4fc6-b4d5-a6db38c2d257,Sierra,Talmadge,Sierra Talmadge,Jamestown (W),JMST,170,5,NAIA
754d1d53-2aa9-465e-9d05-d30b8e190f78,Sierra,Hartfelder,Sierra Hartfelder,Brewton Parker (W),BPC,143,,NAIA
f9b09c47-1467-4bbb-912f-dcc814fb4080,Sitilaly,Sanchez,Sitilaly Sanchez,Life Pacific (W),LPCF,155,,NAIA
5f2606b7-db30-4345-9ab6-ce4d9983f51a,Sophia,Smith,Sophia Smith,Oklahoma City (W),OCU,130,9,NAIA
5201bef0-e55a-4639-a47d-3cc86a99abb4,Stefana,Jelacic,Stefana Jelacic,Lourdes,LRDS,116,3,NAIA
db2f08ba-6e35-4dc8-9272-604a44077cee,Stephanie,Blankenship,Stephanie Blankenship,Warner Pacific (W),WPAC,116,,NAIA
cc6c3099-6b0e-47ae-bccd-a7c7e31f4b45,Sydney,Freund,Sydney Freund,Oklahoma City (W),OCU,143,2,NAIA
1fd23cc1-aa85-4933-9db5-e099b955986b,Sydney,Mcghee,Sydney Mcghee,Missouri Baptist (W),MBU,116,11,NAIA
4a96ef6c-bb67-42d2-9df2-e53a6e6f2b5a,Sydney,Lewis,Sydney Lewis,Indiana Tech,INDT,130,,NAIA
364390aa-c032-4585-9ed1-6eb2dac5a71a,Tara,Othman,Tara Othman,Southern Oregon (W),SO,123,11,NAIA
c456b994-6cdd-43a4-a54b-de47f6abd2c1,Tayler,Hayase,Tayler Hayase,Midland (W),MIDL,136,,NAIA
ffbf5975-0d9c-4242-bca0-a0c220a0bab2,Tehani,Soares,Tehani Soares,Indiana Tech,INDT,109,4,NAIA
3c5e3107-c508-447d-b3fd-f8a7294f2948,Teya,Villalpando,Teya Villalpando,St. Mary (W),STM,130,,NAIA
c4e70ae2-bee5-4b3d-a191-0aacb5db70f3,Theresa,Rankin,Theresa Rankin,Lourdes,LRDS,123,9,NAIA
dda5f50b-4916-4557-8aef-012647f150e9,Tiyahna,Askew,Tiyahna Askew,Missouri Baptist (W),MBU,155,4,NAIA
da07219d-a72a-40ed-b9be-502646ae6ead,Triniya,Walker,Triniya Walker,Central Methodist (W),CMTH,191,,NAIA
6f8f20fa-128d-4233-8973-7eb9d6fc5578,Unity,Cordova,Unity Cordova,Life (W),LIFE,101,5,NAIA
5030ce96-40e7-4899-b925-8f4bd913b621,Valeria,Davilla,Valeria Davilla,Wayland Baptist (W),WBU,116,,NAIA
74ca4a43-886b-4869-b635-38252b9dfa2b,Victoria,Herrera,Victoria Herrera,St. Mary (W),STM,136,,NAIA
cd9de4a1-b5e7-47d9-acac-7cd599f53179,Victoria,Hinojo,Victoria Hinojo,Oklahoma City (W),OCU,191,,NAIA
1b1cb719-f336-4d2c-a3f8-a875be13cc29,Waipuilani,Estrella-Beauchamp,Waipuilani Estrella-Beauchamp,Midland (W),MIDL,143,1,NAIA
2317e260-9af7-4c60-bd6b-84826b6f5b2f,Whitley,Blake,Whitley Blake,Indiana Tech,INDT,101,,NAIA
3755fdf1-e228-4ff1-a41a-ccde86b0450a,Willow,Barnes,Willow Barnes,Missouri Valley (W),MVC,130,,NAIA
cbd9c5ad-f330-4f22-bab4-f0b80e28ca73,Xylia,Warner,Xylia Warner,Corban,CRBN,130,,NAIA
997d103d-1c3d-4de6-b9b3-9ebe74314329,Yahaira,Vargas,Yahaira Vargas,Central Methodist (W),CMTH,170,,NAIA
